"RAZON SOCIAL","POTENCIAL UNO","NOMBRE COMERCIAL",RUC,CONSIGNATARIO,"POSICION ARANCELARIA","CODIGO COMPLEMENTARIO","CODIGO SUPLEMENTARIO","DESCRIPCION POSICION","DESCRIPCION DEL DESPACHO",MARCA,MODELO,REFRENDO,ITEM,DAU,"FECHA DESPACHO","FECHA EMBARQUE","FECHA LLEGADA","FECHA LIQUIDACION","FECHA PAGO","FECHA SALIDA ALMACEN",REGIMEN,"NUMERO MANIFIESTO",MANIFIESTO,"CODIGO DOCUMENTO TRANSPORTE","DOCUMENTO TRANSPORTE",ADUANA,"PAIS ORIGEN","PAIS PROCEDENCIA","PAIS EMBARQUE","PUERTO EMBARQUE","VIA TRANSPORTE",CONTENEDORES,DEPOSITO,"FOB U$S","FLETE U$S","SEGURO U$S","CIF U$S",FACTURA,"VALOR FACTURA U$S","BASE IMPONIBLE U$S","KGS NETO","KGS BRUTO",UNIDADES,"TIPO UNIDAD","PRECIO UNITARIO U$S","CANTIDAD COMERCIAL","UNIDAD COMERCIAL","PRECIO UNITARIO COMERCIAL U$S","TIPO UNIDAD NOMENCLADOR",ADVAL,MONEDA,EMBARCADOR,INCOTERM,"CODIGO LIBERACION","ESTADO MERCADERIA","CLASE MERCADERIA","PAIS DESTINO","TOTAL FOB U$S","TOTAL FLETE U$S","TOTAL SEGURO U$S","TOTAL CIF U$S","TOTAL KGS NETO","TOTAL KGS BRUTO","TOTAL BASE IMPONIBLE","TOTAL CANTIDAD BULTOS","TOTAL AJUSTES","TOTAL OTROS AJUSTES",CLASE,VERIFICADOR,"AGENTE AFIANZADO",NAVE,"AGENCIA TRANSPORTE","EMPRESA TRANSPORTE",AFORADOR,"FECHA AFORO","TIPO AFORO","ACTIVIDAD PRINCIPAL DEL IMPORTADOR","DIRECCION DEL IMPORTADOR","DIRECCION DEL CONSIGNATARIO",CONSOLIDADORA
"FERTISA AGIF C.L.",,,0993208086001,"FERTISA AGIF C.L.",3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, IN 1000 KG BIG BAGS","SIN MARCA","SIN MODELO",02820201000360737,1,,2020-06-08,2020-04-26,2020-06-07,2020-06-08,2020-06-09,2020-06-24,"IMPORTACION A CONSUMO",,CEC2020MAEU0390,CEC2020MAEU039000300000,910470632,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","420,142.78","44,265.00",510.82,"464,918.59",,0.00,"464,918.59","1,624,000.00",0.00,"1,628,088.00","KILOGRAMO BRUTO",0.26,"1,624.00",TM,258.71,"kg, Kilogramo",0.00,DOL,"FAVORITA L.P.",,,NUEVO,,ECUADOR,"420,142.78","44,265.00",510.82,"464,918.59","1,624,000.00",0.00,"464,918.59",0.00,0.00,0.00,,,"01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.","MAERSK BALI","MAERSK DEL ECUADOR C.A.","02907986-MAERSK DEL ECUADOR C.A.",,0000-00-00,"AFORO DOCUMENTAL","5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D","LOTIZACION GELEFRENT SOLAR 5 Y 6 VIA DURAN BOLICHE KM 8",,
"FERMAGRI S.A.",,,1791401344001,"FERMAGRI S.A.",3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, NO APLICA",SN,"SIN MODELO",02820201000361387,1,,2020-06-08,2020-04-26,2020-06-07,2020-06-08,2020-06-08,2020-06-11,"IMPORTACION A CONSUMO",,CEC2020MAEU0390,CEC2020MAEU039000280000,910447466,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","114,710.00","17,220.00",183.95,"132,113.95",,0.00,"132,113.95","450,000.00",0.00,"450,000.00","KILOGRAMO BRUTO",0.25,450.00,TM,254.91,"kg, Kilogramo",0.00,DOL,"PHOSAGRO TRADING SA",,,NUEVO,,ECUADOR,"114,710.00","17,220.00",183.95,"132,113.95","450,000.00",0.00,"132,113.95",0.00,0.00,0.00,,,"01900118: ALBARRACIN BOSCH RAMON GONZALO","MAERSK BALI","MAERSK DEL ECUADOR C.A.","02907986-MAERSK DEL ECUADOR C.A.",,0000-00-00,"AFORO DOCUMENTAL","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","KM. 16 VIA A DAULE CALLE ROSAVIN Y ASBESTOS",,
"FERTISA AGIF C.L.",,,0993208086001,"FERTISA AGIF C.L.",3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, GRANULAR","SIN MARCA","SIN MODELO",02820201000362441,1,,2020-06-08,2020-05-02,2020-06-07,2020-06-08,2020-06-09,2020-06-26,"IMPORTACION A CONSUMO",,CEC2020MAEU0390,CEC2020MAEU039000180000,910557658,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","427,645.31","45,055.00",519.94,"473,220.25",,0.00,"473,220.25","1,653,000.00",0.00,"1,657,161.00","KILOGRAMO BRUTO",0.26,"1,653.00",TM,258.71,"kg, Kilogramo",0.00,DOL,"FAVORITA L.P.",,,NUEVO,,ECUADOR,"427,645.31","45,055.00",519.94,"473,220.25","1,653,000.00",0.00,"473,220.25",0.00,0.00,0.00,,,"01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.","MAERSK BALI","MAERSK DEL ECUADOR C.A.","02907986-MAERSK DEL ECUADOR C.A.",,0000-00-00,"AFORO AUTOMATICO","5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D","LOTIZACION GELEFRENT SOLAR 5 Y 6 VIA DURAN BOLICHE KM 8",,
"FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.",,,0991441336001,"FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.",3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, EN SACOS",PHOSAGRO,"SIN MODELO",02820201000370267,1,,2020-06-10,2020-05-02,2020-06-07,2020-06-10,2020-06-11,2020-06-23,"IMPORTACION A CONSUMO",,CEC2020MAEU0390,CEC2020MAEU039000160000,910541060,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","327,240.00","35,550.00",507.91,"363,297.91",,0.00,"363,297.91","1,305,000.00",0.00,"1,308,105.00","KILOGRAMO BRUTO",0.25,"1,305,000.00",KG,0.25,"kg, Kilogramo",0.00,DOL,"PHOSAGRO TRADING SA",,,NUEVO,,ECUADOR,"327,240.00","35,550.00",507.91,"363,297.91","1,305,000.00",0.00,"363,297.91",0.00,0.00,0.00,,,"01777804: ORTEGA NOROÑA KLEBER MARCELO","MAERSK BALI","MAERSK DEL ECUADOR C.A.","02907986-MAERSK DEL ECUADOR C.A.",,0000-00-00,"AFORO AUTOMATICO","0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
"FERTISA AGIF C.L.",,,0993208086001,"FERTISA AGIF C.L.",3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, IN 1000KG BIG BAGS","SIN MARCA","SIN MODELO",02820201000393626,1,,2020-06-19,2020-05-16,2020-06-20,2020-06-19,2020-06-23,0000-00-00,"IMPORTACION A CONSUMO",,CEC2020MAEU0400,CEC2020MAEU040000470000,910551003,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","405,137.66","42,685.00",492.58,"448,315.25",,0.00,"448,315.25","1,566,000.00",0.00,"1,569,942.00","KILOGRAMO BRUTO",0.26,"1,566.00",TM,258.71,"kg, Kilogramo",0.00,DOL,"FAVORITA L.P.",,,NUEVO,,ECUADOR,"405,137.66","42,685.00",492.58,"448,315.25","1,566,000.00",0.00,"448,315.25",0.00,0.00,0.00,,,"01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.","MAERSK BULAN","MAERSK DEL ECUADOR C.A.","02907986-MAERSK DEL ECUADOR C.A.",,0000-00-00,"AFORO AUTOMATICO","5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D","LOTIZACION GELEFRENT SOLAR 5 Y 6 VIA DURAN BOLICHE KM 8",,
"FERTISA AGIF C.L.",,,0993208086001,"FERTISA AGIF C.L.",3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, IN 1000 KG BAGS","SIN MARCA","SIN MODELO",02820201000402814,1,,2020-06-24,2020-05-10,2020-06-26,2020-06-24,2020-06-25,0000-00-00,"IMPORTACION A CONSUMO",,CEC2020MAEU0402,CEC2020MAEU040200630000,910550896,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","420,142.78","44,265.00",510.82,"464,918.59",,0.00,"464,918.59","1,624,000.00",0.00,"1,628,088.00","KILOGRAMO BRUTO",0.26,"1,624.00",TM,258.71,"kg, Kilogramo",0.00,DOL,"FAVORITA L.P.",,,NUEVO,,ECUADOR,"420,142.78","44,265.00",510.82,"464,918.59","1,624,000.00",0.00,"464,918.59",0.00,0.00,0.00,,,"01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.","LICA MAERSK","MAERSK DEL ECUADOR C.A.","02907986-MAERSK DEL ECUADOR C.A.",,0000-00-00,"AFORO AUTOMATICO","5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D","LOTIZACION GELEFRENT SOLAR 5 Y 6 VIA DURAN BOLICHE KM 8",,
"FERTISA AGIF C.L.",,,0993208086001,"FERTISA AGIF C.L.",3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, IN 1000KG BIG BAGS","SIN MARCA","SIN MODELO",02820201000402815,1,,2020-06-24,2020-05-22,2020-06-26,2020-06-24,2020-06-25,0000-00-00,"IMPORTACION A CONSUMO",,CEC2020MAEU0402,CEC2020MAEU040200660000,910629450,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","450,152.97","47,425.00",483.46,"498,061.41",,0.00,"498,061.41","1,740,000.00",0.00,"1,744,380.00","KILOGRAMO BRUTO",0.26,"1,740.00",TM,258.71,"kg, Kilogramo",0.00,DOL,"FAVORITA L.P.",,,NUEVO,,ECUADOR,"450,152.97","47,425.00",483.46,"498,061.41","1,740,000.00",0.00,"498,061.41",0.00,0.00,0.00,,,"01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.","LICA MAERSK","MAERSK DEL ECUADOR C.A.","02907986-MAERSK DEL ECUADOR C.A.",,0000-00-00,"AFORO AUTOMATICO","5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D","LOTIZACION GELEFRENT SOLAR 5 Y 6 VIA DURAN BOLICHE KM 8",,
"SOLVESA ECUADOR S.A",,,0990839557001,"SOLVESA ECUADOR S.A",3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA PRILADA, UREA PRILADA",PHOSAGRO,SMODELO,02820201000404179,1,,2020-06-24,2020-05-18,2020-06-26,2020-06-24,2020-06-25,0000-00-00,"IMPORTACION A CONSUMO",,CEC2020MAEU0402,CEC2020MAEU040200650000,910614140,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","129,330.00","14,245.00",143.58,"143,718.58",,0.00,"143,718.58","522,000.00",0.00,"522,000.00","KILOGRAMO BRUTO",0.25,522.00,U,247.76,"kg, Kilogramo",0.00,DOL,"PHOSAGRO TRADING",,,NUEVO,,ECUADOR,"129,330.00","14,245.00",143.58,"143,718.58","522,000.00",0.00,"143,718.58",0.00,0.00,0.00,,,"01777779: JIMENEZ QUIROZ BORIS LENIN","LICA MAERSK","MAERSK DEL ECUADOR C.A.","02907986-MAERSK DEL ECUADOR C.A.",,0000-00-00,"AFORO AUTOMATICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","CASUARINA 100 Y VIA A DAULE, GUAYAQUIL",,
"SOLVESA ECUADOR S.A",,,0990839557001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA GRANULAR, UREA GRANULAR",PHOSAGRO,SMODELO,02820201000407202,1,,2020-06-25,0000-00-00,0000-00-00,2020-06-25,2020-06-26,0000-00-00,"IMPORTACION A CONSUMO",,CEC2020MAEU0404,CEC2020MAEU040400400000,,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","NO ESPECIFICADO","NO ESPECIFICADO",-,"NO ESPECIFICADO",0.00,,"82,225.00","8,715.00",90.94,"91,030.94",,0.00,"91,030.94","319,000.00",0.00,"319,000.00","KILOGRAMO BRUTO",0.26,319.00,U,257.76,"kg, Kilogramo",0.00,DOL,"PHOSAGRO TRADING",,,NUEVO,,ECUADOR,"82,225.00","8,715.00",90.94,"91,030.94","319,000.00",0.00,"91,030.94",0.00,0.00,0.00,,,"01777779: JIMENEZ QUIROZ BORIS LENIN",,,-,,0000-00-00,"AFORO AUTOMATICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","CASUARINA 100 Y VIA A DAULE, GUAYAQUIL",,
"INDUSTRIAS DE MINERALES LA COLINA INDUCOLINA CIA. LTDA.",,,0190335275001,"INDUSTRIAS DE MINERALES LA COLINA INDUCOLINA CIA. LTDA.",3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, UREA","SIN MARCA","SIN MODELO",02820201000411335,1,,2020-06-27,2020-05-22,2020-06-26,2020-06-27,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,CEC2020MAEU0402,CEC2020MAEU040200640000,910551038,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","250,181.00","27,675.00",928.44,"278,784.44",,0.00,"278,784.44","1,003,000.00",0.00,"1,005,525.00","KILOGRAMO BRUTO",0.25,"1,003.00",TM,249.43,"kg, Kilogramo",0.00,DOL,"PHOSAGRO TRADING SA",,,NUEVO,,ECUADOR,"250,181.00","27,675.00",928.44,"278,784.44","1,003,000.00",0.00,"278,784.44",0.00,0.00,0.00,,,"01902441: TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.","LICA MAERSK","MAERSK DEL ECUADOR C.A.","02907986-MAERSK DEL ECUADOR C.A.",,0000-00-00,"AFORO AUTOMATICO","2412-FABRICACION DE ABONOS Y COMPUESTOS DE NITROGENO","JUAN VIVES S N Y AV 1 DE MAYO",,
"FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.",,,0991441336001,"FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.",3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, EN SACOS",PHOSAGRO,"SIN MODELO",02820201000447014,1,,2020-07-09,2020-05-31,2020-07-12,2020-07-09,2020-07-09,2020-08-01,"IMPORTACION A CONSUMO",,CEC2020MAEU0450,CEC2020MAEU045000160000,910650950,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","269,064.00","29,230.00",417.61,"298,711.62",20CH-40101762,0.00,"298,711.62","1,073,000.00",0.00,"1,075,553.00","KILOGRAMO BRUTO",0.25,"1,073,000.00",KG,0.25,"kg, Kilogramo",0.00,DOL,"PHOSAGRO TRADING SA",,,NUEVO,,ECUADOR,"545,400.00",0.00,846.51,"546,246.50","2,175,000.00",0.00,"605,496.50",0.00,0.00,0.00,,,"01777804: ORTEGA NOROÑA KLEBER MARCELO","SAFMARINE BENGUELA","MAERSK DEL ECUADOR C.A.","02907986-MAERSK DEL ECUADOR C.A.",,0000-00-00,"AFORO AUTOMATICO","0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
"FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.",,,0991441336001,"FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.",3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, EN SACOS",PHOSAGRO,"SIN MODELO",02820201000447014,2,,2020-07-09,2020-05-31,2020-07-12,2020-07-09,2020-07-09,2020-08-01,"IMPORTACION A CONSUMO",,CEC2020MAEU0450,CEC2020MAEU045000160000,910650950,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","276,336.00","30,020.00",428.90,"306,784.91",20CH-40101761,0.00,"306,784.91","1,102,000.00",0.00,"1,104,622.00","KILOGRAMO BRUTO",0.25,"1,102,000.00",KG,0.25,"kg, Kilogramo",0.00,DOL,"PHOSAGRO TRADING SA",,,NUEVO,,ECUADOR,,,,,,,,,,,,,"01777804: ORTEGA NOROÑA KLEBER MARCELO","SAFMARINE BENGUELA","MAERSK DEL ECUADOR C.A.","02907986-MAERSK DEL ECUADOR C.A.",,0000-00-00,"AFORO AUTOMATICO","0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
"FERMAGRI S.A.",,,1791401344001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, NO APLICA","SIN MARCA","SIN MODELO",02820201000450296,1,,2020-07-10,2020-06-03,2020-07-12,2020-07-10,2020-07-10,2020-07-17,"IMPORTACION A CONSUMO",,CEC202077900101,CEC20207790010100020000,U2,"GUAYAQUIL MARITIMO",CHINA,"RUSSIAN FEDERATION","RUSSIAN FEDERATION",RUULU-UST-LUGA,MARITIMO,0.00,"05904088-QC TERMINALES ECUADOR S. A. QCTE","706,200.00","118,800.00","1,072.50","826,072.50",I-31214,0.00,"826,072.50","3,300,000.00",0.00,"3,300,000.00","KILOGRAMO BRUTO",0.21,"3,300.00",TM,214.00,"kg, Kilogramo",0.00,DOL,NITRON,,,NUEVO,,ECUADOR,"706,200.00",0.00,"1,072.50","707,272.50","3,300,000.00",0.00,"826,072.50",0.00,0.00,0.00,,,"01900118: ALBARRACIN BOSCH RAMON GONZALO","GENCO HUNTER","ANDINAVE S.A.",-,"MANRIQUE ANDRADE MARIA FERNANDA",0000-00-00,"AFORO DOCUMENTAL","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","KM. 16 VIA A DAULE CALLE ROSAVIN Y ASBESTOS",,
"FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.",,,0991441336001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, USO AGRICOLA",NITRON,"SIN MODELO",02820201000450452,1,,2020-07-10,2020-06-03,2020-07-12,2020-07-10,2020-07-10,2020-07-17,"IMPORTACION A CONSUMO",,CEC202077900101,CEC20207790010100030000,U5,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION",RUULU-UST-LUGA,MARITIMO,0.00,"05904088-QC TERMINALES ECUADOR S. A. QCTE","224,400.00","39,600.00",369.60,"264,369.59","I 31147",0.00,"264,369.59","1,100,000.00",0.00,"1,100,000.00","KILOGRAMO BRUTO",0.20,"1,100,000.00",KG,0.20,"kg, Kilogramo",0.00,DOL,"NITRON GROUP LLC",,,NUEVO,,ECUADOR,"443,400.00",0.00,726.60,"444,126.59","2,100,000.00",0.00,"519,726.59",0.00,0.00,0.00,,,"01777804: ORTEGA NOROÑA KLEBER MARCELO","GENCO HUNTER","ANDINAVE S.A.",-,,0000-00-00,"AFORO AUTOMATICO","0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
"FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.",,,0991441336001,,3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, USO AGRICOLA",NITRON,"SIN MODELO",02820201000450452,2,,2020-07-10,2020-06-03,2020-07-12,2020-07-10,2020-07-10,2020-07-17,"IMPORTACION A CONSUMO",,CEC202077900101,CEC20207790010100030000,U5,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION",RUULU-UST-LUGA,MARITIMO,0.00,"05904088-QC TERMINALES ECUADOR S. A. QCTE","219,000.00","36,000.00",357.00,"255,357.00","I 31294",0.00,"255,357.00","1,000,000.00",0.00,"1,000,000.00","KILOGRAMO BRUTO",0.22,"1,000,000.00",KG,0.22,"kg, Kilogramo",0.00,DOL,"NITRON GROUP LLC",,,NUEVO,,ECUADOR,,,,,,,,,,,,,"01777804: ORTEGA NOROÑA KLEBER MARCELO","GENCO HUNTER","ANDINAVE S.A.",-,,0000-00-00,"AFORO AUTOMATICO","0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
"QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.",,,1790580202001,"QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.",3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, GRANULAR UREA IN BULK",NITRON,"SIN MODELO",02820201000450538,1,,2020-07-10,2020-06-03,2020-07-12,2020-07-10,2020-07-10,2020-07-17,"IMPORTACION A CONSUMO",,CEC202077900101,CEC20207790010100060000,U9,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION",RUULU-UST-LUGA,MARITIMO,0.00,"05904088-QC TERMINALES ECUADOR S. A. QCTE","205,713.67","32,854.32",967.01,"239,535.02",I-31296,0.00,"239,535.02","912,620.00",0.00,"912,620.00","KILOGRAMO BRUTO",0.23,912.62,TM,225.41,"kg, Kilogramo",0.00,DOL,"NITRON GROUP CORPORATION",,,NUEVO,,ECUADOR,"228,570.92",0.00,"1,074.46","229,645.39","1,014,023.00",0.00,"266,150.22",0.00,0.00,0.00,,,"01777833: CORADUANAS","GENCO HUNTER","ANDINAVE S.A.",-,,0000-00-00,"AFORO AUTOMATICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","AMAZONAS N35-43 Y JUAN PABLO SANZ",,
"QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.",,,1790580202001,"QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.",3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA, GRANULAR UREA IN BULK",NITRON,"SIN MODELO",02820201000450538,2,,2020-07-10,2020-06-03,2020-07-12,2020-07-10,2020-07-10,2020-07-17,"IMPORTACION A CONSUMO",,CEC202077900101,CEC20207790010100060000,U9,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION",RUULU-UST-LUGA,MARITIMO,0.00,"05904088-QC TERMINALES ECUADOR S. A. QCTE","22,857.25","3,650.51",107.45,"26,615.21",I-31295,0.00,"26,615.21","101,403.00",0.00,"101,403.00","KILOGRAMO BRUTO",0.23,101.40,TM,225.41,"kg, Kilogramo",0.00,DOL,"NITRON GROUP CORPORATION",,,NUEVO,,ECUADOR,,,,,,,,,,,,,"01777833: CORADUANAS","GENCO HUNTER","ANDINAVE S.A.",-,,0000-00-00,"AFORO AUTOMATICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","AMAZONAS N35-43 Y JUAN PABLO SANZ",,
"PESEGETE ECUADOR S.A.",,,1792534895001,"PESEGETE ECUADOR S.A.",3102.10.10.00,0000,0001,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA GRANULADA, 4060 SACOS DE UREA GRANULADA DE 50 KG",BZS,SN,02820201000480321,1,,2020-07-22,2020-06-07,2020-07-19,2020-07-22,2020-07-23,2020-07-29,"IMPORTACION A CONSUMO",,CEC2020MAEU0456,CEC2020MAEU045655050000,SUDU80880A86U017,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RULED-ST PETERSBURG (EX LENINGRAD)",MARITIMO,0.00,"05909025-CONTECON GUAYAQUIL S.A.","73,080.00","8,135.00",730.80,"81,945.80",02,0.00,"81,945.80","203,000.00",0.00,"203,000.00","KILOGRAMO BRUTO",0.36,"4,060.00",SAC,18.00,"kg, Kilogramo",0.00,DOL,"BZS INVEST FZE",,,NUEVO,,ECUADOR,"73,080.00",0.00,730.80,"73,810.80","203,000.00",0.00,"81,945.80",0.00,0.00,0.00,,,"01901775: FIERRO RUIZ ALBERTO PATRICIO","MAERSK BUTON","HAMBURG SÃD ECUADOR S.A.","02907986-MAERSK DEL ECUADOR C.A.","RIVAS FLORES FABIOLA ALEXANDRA",0000-00-00,"AFORO DOCUMENTAL",,,,
