"RAZON SOCIAL","POTENCIAL UNO","NOMBRE COMERCIAL",RUC,CONSIGNATARIO,"POSICION ARANCELARIA","CODIGO COMPLEMENTARIO","CODIGO SUPLEMENTARIO","DESCRIPCION POSICION","DESCRIPCION DEL DESPACHO",MARCA,MODELO,REFRENDO,ITEM,DAU,"FECHA DESPACHO","FECHA EMBARQUE","FECHA LLEGADA","FECHA LIQUIDACION","FECHA PAGO","FECHA SALIDA ALMACEN",REGIMEN,"NUMERO MANIFIESTO",MANIFIESTO,"CODIGO DOCUMENTO TRANSPORTE","DOCUMENTO TRANSPORTE",ADUANA,"PAIS ORIGEN","PAIS PROCEDENCIA","PAIS EMBARQUE","PUERTO EMBARQUE","VIA TRANSPORTE",CONTENEDORES,DEPOSITO,"FOB U$S","FLETE U$S","SEGURO U$S","CIF U$S",FACTURA,"VALOR FACTURA U$S","BASE IMPONIBLE U$S","KGS NETO","KGS BRUTO",UNIDADES,"TIPO UNIDAD","PRECIO UNITARIO U$S","CANTIDAD COMERCIAL","UNIDAD COMERCIAL","PRECIO UNITARIO COMERCIAL U$S","TIPO UNIDAD NOMENCLADOR",ADVAL,MONEDA,EMBARCADOR,INCOTERM,"CODIGO LIBERACION","ESTADO MERCADERIA","CLASE MERCADERIA","PAIS DESTINO","TOTAL FOB U$S","TOTAL FLETE U$S","TOTAL SEGURO U$S","TOTAL CIF U$S","TOTAL KGS NETO","TOTAL KGS BRUTO","TOTAL BASE IMPONIBLE","TOTAL CANTIDAD BULTOS","TOTAL AJUSTES","TOTAL OTROS AJUSTES",CLASE,VERIFICADOR,"AGENTE AFIANZADO",NAVE,"AGENCIA TRANSPORTE","EMPRESA TRANSPORTE",AFORADOR,"FECHA AFORO","TIPO AFORO","ACTIVIDAD PRINCIPAL DEL IMPORTADOR","DIRECCION DEL IMPORTADOR","DIRECCION DEL CONSIGNATARIO",CONSOLIDADORA
"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.","SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO",,0991352937001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)",UREA,,,028200910073972,1,15953471,2009-09-21,2009-08-20,2009-09-18,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,001589,,1,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION",LATVIA,LATVIA,LVRIX-RIGA,MARITIMO,0.00,,"4,049,258.00","778,890.50","9,619.48","4,837,768.00",,0.00,0.00,"16,210,000.00","16,210,000.00","16,210,000.00",,0.25,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"FAVORITA L.P.",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"4,049,258.00","778,890.50","9,619.48","4,837,768.00","16,210,000.00","16,210,000.00",0.00,1.00,0.00,0.00,"SIN ENVASAR O SIN EMPAQUETAR",ADUANA,"01900730: BENITEZ CONTRERAS PABLO MARIANO","ACE CENTURY","CARVIGO S.A.","AGENCIA NO REGULAR",,0000-00-00,"AFORO DOCUMENTAL","5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D","AV. SAN JUAN BOSCO Y LA N GUASMO FERTISA (VIA PUERTO MARITIMO)",,
"INTERFILK S.A.","SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO",,0992613106001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA PARA USO AGRICOLA-NITROGENO 46%",,,082200910005335,1,15965007,2009-09-25,2009-09-23,2009-09-24,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,005586,,PE-0192-04-2009147,HUAQUILLAS,"RUSSIAN FEDERATION",PERU,PERU,PEPAI-PAITA,CARRETERA,0.00,,"30,330.00","2,310.00",95.61,"32,735.61",,0.00,0.00,"90,000.00","90,150.00","90,150.00",,0.34,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"INKAFERT S.A.C.",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"30,330.00","2,310.00",95.61,"32,735.61","90,000.00","90,150.00",0.00,"1,800.00",0.00,0.00,SACO,ADUANA,"01907027: AGUILAR MOLINA IGNACIA BERENICE","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.",,0000-00-00,"AFORO FISICO",,"GUAYAS / GUAYAQUIL / SOLAR 52",,
"DIEZ CANSECO AGURTO MARTIN DOMINGO","FERTILIZANTES ECUATORIANOS C.A. FERTISA",,0917354748001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA AGRICOLA",,,082200910005433,1,15979847,2009-09-30,2009-09-23,2009-09-30,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,005605,,PE-0192-04-2009146,HUAQUILLAS,"RUSSIAN FEDERATION",PERU,PERU,PEPAI-PAITA,CARRETERA,0.00,,"20,520.00","1,538.72",52.22,"22,110.94",,0.00,0.00,"59,950.00","60,049.92","60,100.00",,0.34,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"INKAFERT S.A.C.",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"27,390.00","2,310.00",69.70,"29,769.70","90,000.00","90,150.00",0.00,"1,800.00",0.00,0.00,SACO,ADUANA,"01904475: TORRES COLLANTES FAUSTO ANTONIO","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.",,0000-00-00,"AFORO FISICO",,"NAPOLEON MERA Y SAN MARTIN  S/N",,
"INTERFILK S.A.","SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO",,0992613106001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA PARA USO AGRICOLA-NITROGENO 46%",,,082200910005483,1,15986712,2009-10-02,2009-09-25,2009-10-02,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,005740,,PE-0192-04-2009153,HUAQUILLAS,"RUSSIAN FEDERATION",PERU,PERU,PEPAI-PAITA,CARRETERA,0.00,,"30,330.00","2,310.00",95.61,"32,735.61",,0.00,0.00,"90,000.00","90,150.00","90,150.00",,0.34,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"INKAFERT S.A.C.",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"30,330.00","2,310.00",95.61,"32,735.61","90,000.00","90,150.00",0.00,"1,800.00",0.00,0.00,SACO,ADUANA,"01907027: AGUILAR MOLINA IGNACIA BERENICE","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.",,0000-00-00,"AFORO FISICO",,"GUAYAS / GUAYAQUIL / SOLAR 52",,
"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.","TIMSA , TERMINAL INTERNACIONAL MARITIMO S.A.",,0991352937001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)",FERTILIZANTE,,,082200910005516,1,15991176,2009-10-05,2009-09-18,2009-09-21,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,005557,,PE-0192-04-2009143,HUAQUILLAS,LATVIA,PERU,PERU,PEPIU-PIURA,CARRETERA,0.00,,"2,769.75",3.58,3.19,"2,776.52",,0.00,0.00,39.00,39.07,39.07,,70.89,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"FERTISA PERU S.A.",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"165,244.25","8,501.99",190.40,"173,936.64","92,700.00","92,856.55",0.00,"1,854.00",0.00,0.00,SACO,ADUANA,"01901054: CAMPOVERDE ARMIJOS TULIO RODRIGO",SERVIMODAL,"SERVIMODAL S.A.C.","SERVIMODAL S.A.C.",,0000-00-00,"AFORO DOCUMENTAL","5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D","AV. SAN JUAN BOSCO Y LA N GUASMO FERTISA (VIA PUERTO MARITIMO)",,
"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.","TIMSA , TERMINAL INTERNACIONAL MARITIMO S.A.",,0991352937001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","GRAN UREA UREA",,,082200910005516,3,15991176,2009-10-05,2009-09-18,2009-09-21,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,005557,,PE-0192-04-2009143,HUAQUILLAS,LATVIA,PERU,PERU,PEPIU-PIURA,CARRETERA,0.00,,"55,393.68",71.54,63.83,"55,529.05",,0.00,0.00,780.00,781.32,781.32,,70.90,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"FERTISA PERU S.A.",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,,,,,,,,,,,SACO,ADUANA,"01901054: CAMPOVERDE ARMIJOS TULIO RODRIGO",SERVIMODAL,"SERVIMODAL S.A.C.","SERVIMODAL S.A.C.",,0000-00-00,"AFORO DOCUMENTAL","5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D","AV. SAN JUAN BOSCO Y LA N GUASMO FERTISA (VIA PUERTO MARITIMO)",,
"FERMAGRI S.A.","SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO",,1791401344001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA PERLADA ENSACADA",,,082200910005572,1,15998266,2009-10-07,2009-10-06,2009-10-07,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,005817,,PE-0192-04-2009157,HUAQUILLAS,"RUSSIAN FEDERATION",PERU,PERU,PEPAI-PAITA,CARRETERA,0.00,,"40,444.00","5,000.00",227.40,"45,671.40",,0.00,0.00,"120,000.00","120,200.00","120,200.00",,0.34,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"ADM ANDINA PERU SRL",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"40,444.00","5,000.00",227.40,"45,671.40","120,000.00","120,200.00",0.00,"2,400.00",0.00,0.00,"SACO DE TEJIDO PLASTICO",ADUANA,"01903692: PRIETO VEGA LAURA MACLOVIA","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.",,0000-00-00,"AFORO DOCUMENTAL","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","KM. 16 VIA A DAULE CALLE ROSAVIN Y ASBESTOS",,
"INTERFILK S.A.","SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO",,0992613106001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA GRANULAR BAG-NITROGENO 46%",,,082200910005595,1,15999658,2009-10-08,2009-10-06,2009-10-07,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,005818,,PE-0192-04-2009156,HUAQUILLAS,"RUSSIAN FEDERATION",PERU,PERU,PEPAI-PAITA,CARRETERA,0.00,,"10,140.00",770.00,14.43,"10,924.43",,0.00,0.00,"30,000.00","30,050.00","30,050.00",,0.34,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"ADM ANDINA PERU S.R.",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"10,140.00",770.00,14.43,"10,924.43","30,000.00","30,050.00",0.00,600.00,0.00,0.00,SACO,ADUANA,"01907027: AGUILAR MOLINA IGNACIA BERENICE","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.",,0000-00-00,"AFORO FISICO",,"GUAYAS / GUAYAQUIL / SOLAR 52",,
"DUPOCSA PROTECTORES QUIMICOS PARA EL CAMPO S. A.","SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO",,0990856583001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA PERLADA",,,082200910005616,1,16002976,2009-10-12,2009-10-09,2009-10-12,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,005884,,PE-0192-04-2009158,HUAQUILLAS,"RUSSIAN FEDERATION",PERU,PERU,PEPAI-PAITA,CARRETERA,0.00,,"60,840.00","4,620.00",194.66,"65,654.66",,0.00,0.00,"180,000.00","180,300.00","180,300.00",,0.34,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"ADM ANDINA PERU SRL",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"60,840.00","4,620.00",194.66,"65,654.66","180,000.00","180,300.00",0.00,"3,600.00",0.00,0.00,"SACO DE TEJIDO PLASTICO",ADUANA,"01903692: PRIETO VEGA LAURA MACLOVIA",,"SERVIMODAL S.A.C.","SERVIMODAL S.A.C.",,0000-00-00,"AFORO DOCUMENTAL","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","PARA EL CAMPO VIA DURAN - TAMBO KM 9, DURAN",,
"INDUSTRIAS DE MINERALES LA COLINA INDUCOLINA CIA. LTDA.","SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO",,0190335275001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)",UREA,,,082200910005689,1,16010832,2009-10-14,2009-10-06,2009-10-14,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,005888,,0001410,HUAQUILLAS,"RUSSIAN FEDERATION",PERU,PERU,PEPAI-PAITA,CARRETERA,0.00,,"22,327.80","1,540.00",54.24,"23,922.04",,0.00,0.00,"66,000.00","66,118.80","66,118.80",,0.34,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"ADM ANDINA PERU S.R.",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"22,327.80","1,540.00",54.24,"23,922.04","66,000.00","66,118.80",0.00,"1,320.00",0.00,0.00,SACO,ADUANA,"01901054: CAMPOVERDE ARMIJOS TULIO RODRIGO",,"SERVICIOS GENERALES VIVIANA","SERVICIOS GENERALES VIVIANA",,0000-00-00,"AFORO DOCUMENTAL","2412-FABRICACION DE ABONOS Y COMPUESTOS DE NITROGENO","JUAN VIVES S N Y AV 1 DE MAYO",,
"DIEZ CANSECO AGURTO MARTIN DOMINGO","FERTILIZANTES ECUATORIANOS C.A. FERTISA",,0917354748001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA AGRICOLA",,,082200910005875,1,16032439,2009-10-21,2009-10-14,2009-10-16,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,005984,,PE-0192-04-2009163,HUAQUILLAS,"RUSSIAN FEDERATION",PERU,PERU,PEPAI-PAITA,CARRETERA,0.00,,"20,580.00","1,538.72",52.35,"22,171.07",,0.00,0.00,"59,950.00","60,049.92","60,100.00",,0.34,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"INKAFERT S.A.C.",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"27,450.00","2,310.00",69.83,"29,829.83","90,000.00","90,150.00",0.00,"1,800.00",0.00,0.00,SACO,ADUANA,"01904475: TORRES COLLANTES FAUSTO ANTONIO","SERVIMODAL S.A.C","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.",,0000-00-00,"AFORO FISICO",,"NAPOLEON MERA Y SAN MARTIN  S/N",,
"AGRIPAC S.A.","SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO",,0990006687001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA UREA UREA UREA",,,028200910083906,1,16035959,2009-10-22,2009-09-07,2009-10-20,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,001884,,01,"GUAYAQUIL MARITIMO",CHINA,CHINA,CHINA,"ZZZZZ-PUERTO DESCONOCIDO",MARITIMO,0.00,,"3,681,291.75","419,373.50","9,021.46","4,109,686.75",,0.00,0.00,"11,982,100.00","11,982,100.00","11,982,100.00",,0.31,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"AMEROPA AG",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"3,681,291.75","419,373.50","9,021.46","4,109,686.75","11,982,100.00","11,982,100.00",0.00,2.00,0.00,0.00,"SÓLIDO A GRANEL, PARTÍCULAS GRANULARES (GRANOS)",ADUANA,"01900866: BURGOS RENDON ANTONIO NARCISO",SMARAGDA,"AGENT LOREN S.A.","AGENCIA NO REGULAR",,0000-00-00,"AFORO FISICO","5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS","CORDOVA 623 Y PADRE SOLANO, GUAYAQUIL",,
"INTERFILK S.A.","SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO",,0992613106001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA GRANULAR BAG-NITROGENO 46%",,,082200910005880,1,16033206,2009-10-22,2009-10-20,2009-10-21,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,006144,,PE-0192-04-2009167,HUAQUILLAS,"RUSSIAN FEDERATION",PERU,PERU,PEPAI-PAITA,CARRETERA,0.00,,"2,611.75",198.92,11.71,"2,822.38",,0.00,0.00,"7,750.00","7,762.92","7,762.92",,0.34,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"ADM ANDINA PERU S.R.",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"20,220.00","1,540.00",90.64,"21,850.64","60,000.00","60,100.00",0.00,"1,200.00",0.00,0.00,SACO,ADUANA,"01907027: AGUILAR MOLINA IGNACIA BERENICE","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.",,0000-00-00,"AFORO FISICO",,"GUAYAS / GUAYAQUIL / SOLAR 52",,
"MERCK C A","MERCK C.A.",,1790001024001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA EN PERLAS EMPROVE USP",,,055200910047209,15,16050961,2009-10-28,2009-10-25,2009-10-26,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,008795,,0FRA92028422,QUITO,GERMANY,GERMANY,GERMANY,DEFRA-FRANKFURT/MAIN,AEREA,0.00,,205.94,42.15,0.74,248.83,,0.00,0.00,8.72,10.16,10.16,,20.27,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"MERCK KGAA",,"Sin aplicación de Liberación (Norma genérica)",NUEVO,,ECUADOR,"9,018.18","1,844.90",32.59,"10,895.67",381.73,444.70,0.00,38.00,0.00,0.00,"CAJA («BOX»)",ADUANA,"A0000037: VEGA EGAS APARICIO VICENTE",5645,"KUEHNE & NAGEL",KLM,,0000-00-00,"AFORO DOCUMENTAL","5231-VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICIN","AVENIDA ELOY ALFARO N34 194 Y CATALINA ALDAZ EDIFICIO CORPORATIVO 194 PISO 8",,
"FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.","SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO",,0991441336001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA 46% NITROGENO",,,028200910086655,1,16063888,2009-11-04,2009-10-07,2009-11-01,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,001912,,1,"GUAYAQUIL MARITIMO","RUSSIAN FEDERATION","RUSSIAN FEDERATION","RUSSIAN FEDERATION",RUNVS-NOVOROSSIYSK,MARITIMO,0.00,,"1,181,250.00","268,750.00","5,800.00","1,455,800.00",,0.00,0.00,"5,000,000.00","5,000,000.00","5,000,000.00",,0.24,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"AMEROPA AG",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"1,181,250.00","268,750.00","5,800.00","1,455,800.00","5,000,000.00","5,000,000.00",0.00,1.00,0.00,0.00,"SIN ENVASAR O SIN EMPAQUETAR",ADUANA,"01903863: RIVERA BAJAÑA JORGE RIGOBERTO",ARAYA,"TRANSMABO - TRANSPORTE MARITIMOS BOLIVARIANOS S.A.","ZANDERS AGENCIA NAVIERA (ESMERALDAS)",,0000-00-00,"AFORO DOCUMENTAL","0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
"INTERFILK S.A.","SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO",,0992613106001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA GRANULADA-NITROGENO 45%",,,082200910006140,1,16064978,2009-11-04,2009-10-27,2009-11-04,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,006352,,PE-0192-04-2009168,HUAQUILLAS,"RUSSIAN FEDERATION",PERU,PERU,PETRU-TRUJILLO,CARRETERA,0.00,,"39,600.00","5,040.00",187.04,"44,827.04",,0.00,0.00,"120,000.00","120,200.00","120,200.00",,0.33,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"IMPORTADORA AGROPERU",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"39,600.00","5,040.00",187.04,"44,827.04","120,000.00","120,200.00",0.00,"2,400.00",0.00,0.00,SACO,ADUANA,"01907027: AGUILAR MOLINA IGNACIA BERENICE","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.",,0000-00-00,"AFORO DOCUMENTAL",,"GUAYAS / GUAYAQUIL / SOLAR 52",,
"INTERFILK S.A.","SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO",,0992613106001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA GRANULADA-NITROGENO 45%",,,082200910006173,1,16067683,2009-11-05,2009-10-31,2009-11-04,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,006400,,PE-0192-04-2009172,HUAQUILLAS,"RUSSIAN FEDERATION",PERU,PERU,PETRU-TRUJILLO,CARRETERA,0.00,,"19,800.00","2,520.00",93.52,"22,413.52",,0.00,0.00,"60,000.00","60,100.00","60,100.00",,0.33,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"IMPORTADORA AGROPERU",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"19,800.00","2,520.00",93.52,"22,413.52","60,000.00","60,100.00",0.00,"1,200.00",0.00,0.00,SACO,ADUANA,"01907027: AGUILAR MOLINA IGNACIA BERENICE","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.",,0000-00-00,"AFORO DOCUMENTAL",,"GUAYAS / GUAYAQUIL / SOLAR 52",,
"DIEZ CANSECO AGURTO MARTIN DOMINGO","FERTILIZANTES ECUATORIANOS C.A. FERTISA",,0917354748001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)","UREA PERLADA",,,082200910006256,1,16076935,2009-11-09,2009-11-05,2009-11-05,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,006512,,PE-0192-04-2009173,HUAQUILLAS,"RUSSIAN FEDERATION",PERU,PERU,PEPAI-PAITA,CARRETERA,0.00,,"19,500.01","1,538.72",62.24,"21,100.97",,0.00,0.00,"59,950.00","60,049.92","60,100.00",,0.32,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"CORPORACION MISTI S.",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"26,040.01","2,310.00",83.12,"28,433.13","90,000.00","90,150.00",0.00,"1,800.00",0.00,0.00,SACO,ADUANA,"01906284: NAVARRO RAMON ALBERTO DANILO","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.","SERVIMODAL S.A.C.",,0000-00-00,"AFORO FISICO",,"NAPOLEON MERA Y SAN MARTIN  S/N",,
"INDUSTRIAS DE MINERALES LA COLINA INDUCOLINA CIA. LTDA.","SERVICIOS AGRICOLAS SOCIEDAD ANONIMA COMERCIAL SERVAGRO",,0190335275001,,3102.10.10.00,0000,0000,"Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante)",UREA,,,082200910006342,1,16084100,2009-11-11,2009-11-07,2009-11-09,0000-00-00,0000-00-00,0000-00-00,"IMPORTACION A CONSUMO",,006557,,0001469,HUAQUILLAS,"RUSSIAN FEDERATION",PERU,PERU,PEPAI-PAITA,CARRETERA,0.00,,"21,846.00","1,540.00",54.98,"23,440.98",,0.00,0.00,"66,000.00","66,118.80","66,118.80",,0.33,0.00,,0.00,"kg, Kilogramo",0.00,DOL,"ADM ANDINA PERU S.R.",,"IVA 0 semillas ,bulbos,plantas,esquejes,raices vivas. cuando concurran las circunstancias legales del Art. 55 LRTI #4",NUEVO,,ECUADOR,"21,846.00","1,540.00",54.98,"23,440.98","66,000.00","66,118.80",0.00,"1,320.00",0.00,0.00,SACO,ADUANA,"01901054: CAMPOVERDE ARMIJOS TULIO RODRIGO",,"SERVICIOS GENERALES VIVIANA","SERVICIOS GENERALES VIVIANA",,0000-00-00,"AFORO DOCUMENTAL","2412-FABRICACION DE ABONOS Y COMPUESTOS DE NITROGENO","JUAN VIVES S N Y AV 1 DE MAYO",,
